tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound
@orangehairchae no clue i haven’t watched since s1😭 i only watched choni scenes on yt but from what ik they broke up,False,en,0,0,2021-02-26 19:29:05,1365383403235860483,"['clue', 'watched', 'since', 's1', 'watched', 'choni', 'scenes', 'yt', 'ik', 'broke']",clue watched since s1 watched choni scenes yt ik broke,0.227,0.773,0.0,-0.6486,0.227,0.773,0.0,-0.6486,0.227,0.773,0.0,-0.6486,0.227,0.773,0.0,-0.6486,0.227,0.773,0.0,-0.6486
RT @robynchoni: WAIT MADS SAID THIS??? I THOUGHT YOU WERE SUPPOSED TO BE THE CAPTAIN ON THE CHONI SHIP MAAM,False,en,0,2,2021-02-26 19:26:44,1365382810211598337,"['wait', 'mads', 'said', 'thought', 'supposed', 'captain', 'choni', 'ship', 'maam']",wait mads said thought supposed captain choni ship maam,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"@geritisfanfic @snsationalmagic @stydisonvibes They would be cute, but the writers would never do that sadly. :/ I can’t help but to feel no matter who they put her with, the storyline is gonna be used to cause angst between the ships. Bughead and Choni will get back together in the end. She deserves better.",False,en,1,0,2021-02-26 19:26:19,1365382708063588352,"['would', 'cute', 'writers', 'would', 'never', 'sadly', 'help', 'feel', 'matter', 'put', 'storyline', 'gonna', 'used', 'cause', 'angst', 'ships', 'bughead', 'choni', 'get', 'back', 'together', 'end', 'deserves', 'better']",would cute writers would never sadly help feel matter put storyline gonna used cause angst ships bughead choni get back together end deserves better,0.09,0.703,0.207,0.7682,0.09,0.703,0.207,0.7682,0.09,0.703,0.207,0.7682,0.09,0.703,0.207,0.7682,0.09,0.703,0.207,0.7682
I WOULD BE BERE FOR THAT #chabitha #teryl https://t.co/D4DBAl03Fj,True,en,0,0,2021-02-26 19:24:25,1365382227614433292,"['would', 'bere', 'chabitha', 'teryl']",would bere chabitha teryl,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @toniblossoms: okay but cheryls taste in women &gt;&gt;&gt; https://t.co/MFU1CYQdbr,False,en,0,43,2021-02-26 19:21:49,1365381572128563205,"['okay', 'cheryls', 'taste', 'women', 'gt', 'gt', 'gt']",okay cheryls taste women gt gt gt,0.0,0.861,0.139,0.1154,0.0,0.861,0.139,0.1154,0.0,0.861,0.139,0.1154,0.0,0.861,0.139,0.1154,0.0,0.861,0.139,0.1154
"Honestly I’m happy Cheryl gets to be with/kiss another girl, since she’s come out, that’s not toni she came out and never got to experience anything with anyone else except toni she will go off explore a little and then find her way back to the love of her live 😌",False,en,6,1,2021-02-26 19:21:37,1365381522040225795,"['honestly', 'happy', 'cheryl', 'gets', 'kiss', 'another', 'girl', 'since', 'come', 'toni', 'came', 'never', 'got', 'experience', 'anything', 'anyone', 'else', 'except', 'toni', 'go', 'explore', 'little', 'find', 'way', 'back', 'love', 'live']",honestly happy cheryl gets kiss another girl since come toni came never got experience anything anyone else except toni go explore little find way back love live,0.0,0.808,0.192,0.8979,0.0,0.808,0.192,0.8979,0.0,0.808,0.192,0.8979,0.0,0.808,0.192,0.8979,0.0,0.808,0.192,0.8979
"What about if she thinks that we think that her kisses would be with minerva, idk i'm just searching good ways to connect Choni 🤡🤡😭😭",False,en,1,0,2021-02-26 19:17:42,1365380537247035396,"['thinks', 'think', 'kisses', 'would', 'minerva', 'idk', 'searching', 'good', 'ways', 'connect', 'choni']",thinks think kisses would minerva idk searching good ways connect choni,0.047,0.743,0.209,0.7003,0.047,0.743,0.209,0.7003,0.047,0.743,0.209,0.7003,0.047,0.743,0.209,0.7003,0.047,0.743,0.209,0.7003
I love choni and Toni with my whole ass heart but I’m happy we are going to see Cheryl with someone else https://t.co/vLI9e28HJP,False,en,1,0,2021-02-26 19:10:39,1365378764109144076,"['love', 'choni', 'toni', 'whole', 'ass', 'heart', 'happy', 'going', 'see', 'cheryl', 'someone', 'else']",love choni toni whole ass heart happy going see cheryl someone else,0.078,0.657,0.265,0.7506,0.078,0.657,0.265,0.7506,0.078,0.657,0.265,0.7506,0.078,0.657,0.265,0.7506,0.078,0.657,0.265,0.7506
"we barely got any choni content when they were dating so I don’t think we’ll get all these big scenes/moments for cheryl and whoever she kisses. plus mads said that cheryl kisses someone, that doesn’t necessarily mean dating or even fwb, it could just be one kiss.",False,en,1,0,2021-02-26 19:10:18,1365378677886898180,"['barely', 'got', 'choni', 'content', 'dating', 'think', 'get', 'big', 'scenes', 'moments', 'cheryl', 'whoever', 'kisses', 'plus', 'mads', 'said', 'cheryl', 'kisses', 'someone', 'necessarily', 'mean', 'dating', 'even', 'fwb', 'could', 'one', 'kiss']",barely got choni content dating think get big scenes moments cheryl whoever kisses plus mads said cheryl kisses someone necessarily mean dating even fwb could one kiss,0.0,0.765,0.235,0.9169,0.0,0.765,0.235,0.9169,0.0,0.765,0.235,0.9169,0.0,0.765,0.235,0.9169,0.0,0.765,0.235,0.9169
cheryl and minerva??? see i love choni but we all know they’re gonna end up together so let’s throw some new ppl in the mix. it’s been 7 years. spice it up! https://t.co/nt7rzjl9jA,False,en,48,0,2021-02-26 19:10:07,1365378628381458436,"['cheryl', 'minerva', 'see', 'love', 'choni', 'know', 'gonna', 'end', 'together', 'let', 'throw', 'new', 'ppl', 'mix', '7', 'years', 'spice']",cheryl minerva see love choni know gonna end together let throw new ppl mix 7 years spice,0.0,0.897,0.103,0.5318,0.0,0.897,0.103,0.5318,0.0,0.897,0.103,0.5318,0.0,0.897,0.103,0.5318,0.0,0.897,0.103,0.5318
i’m honestly really looking forward to the cheryl and minerva thing because i feel like it’s just going to make choni even more of a slow burn and i love a slow burn,False,en,12,0,2021-02-26 19:09:29,1365378469169930240,"['honestly', 'really', 'looking', 'forward', 'cheryl', 'minerva', 'thing', 'feel', 'like', 'going', 'make', 'choni', 'even', 'slow', 'burn', 'love', 'slow', 'burn']",honestly really looking forward cheryl minerva thing feel like going make choni even slow burn love slow burn,0.0,0.728,0.272,0.8658,0.0,0.728,0.272,0.8658,0.0,0.728,0.272,0.8658,0.0,0.728,0.272,0.8658,0.0,0.728,0.272,0.8658
"I don’t want Choni’s reunion kiss to be out of frustration or tension or anything like 3x15 I want it to be a coming home for both of them, where they both feel secure in their future together, so I don’t mind waiting longer if I get that 🤷‍♀️",False,en,22,2,2021-02-26 19:07:46,1365378036581949444,"['want', 'choni', 'reunion', 'kiss', 'frustration', 'tension', 'anything', 'like', '3x15', 'want', 'coming', 'home', 'feel', 'secure', 'future', 'together', 'mind', 'waiting', 'longer', 'get']",want choni reunion kiss frustration tension anything like 3x15 want coming home feel secure future together mind waiting longer get,0.102,0.702,0.195,0.4404,0.102,0.702,0.195,0.4404,0.102,0.702,0.195,0.4404,0.102,0.702,0.195,0.4404,0.102,0.702,0.195,0.4404
"choni aren’t together anymore, they’re also adults, and therefore it means they have the right to do what they want. just keep that in mind before you start saying shit about any of them",False,en,3,0,2021-02-26 19:01:31,1365376467123732481,"['choni', 'together', 'anymore', 'also', 'adults', 'therefore', 'means', 'right', 'want', 'keep', 'mind', 'start', 'saying', 'shit']",choni together anymore also adults therefore means right want keep mind start saying shit,0.098,0.867,0.035,-0.5106,0.098,0.867,0.035,-0.5106,0.098,0.867,0.035,-0.5106,0.098,0.867,0.035,-0.5106,0.098,0.867,0.035,-0.5106
@chonistan420 LMAOOO oh yes i’ve heard that before .. choni forever bc tf is that,False,en,1,0,2021-02-26 18:56:33,1365375213970591748,"['lmaooo', 'oh', 'yes', 'heard', 'choni', 'forever', 'bc', 'tf']",lmaooo oh yes heard choni forever bc tf,0.0,0.838,0.162,0.4019,0.0,0.838,0.162,0.4019,0.0,0.838,0.162,0.4019,0.0,0.838,0.162,0.4019,0.0,0.838,0.162,0.4019
if I’m being honestly I don’t really mind Cheryl being with Mineral Water (if it’s her) because it could be a good thing for Cheryl not only that but I still believe in Choni and I KNOW they can’t last any longer without each other https://t.co/5zV2KP26VN,False,en,8,0,2021-02-26 18:55:47,1365375023842648066,"['honestly', 'really', 'mind', 'cheryl', 'mineral', 'water', 'could', 'good', 'thing', 'cheryl', 'still', 'believe', 'choni', 'know', 'last', 'longer', 'without']",honestly really mind cheryl mineral water could good thing cheryl still believe choni know last longer without,0.0,0.91,0.09,0.4497,0.0,0.91,0.09,0.4497,0.0,0.91,0.09,0.4497,0.0,0.91,0.09,0.4497,0.0,0.91,0.09,0.4497
RT @caseywatchestv: i wanted to think of something smart this episode to contribute to @theafictionados but alas all i have to say is “barc…,False,en,0,1,2021-02-26 18:54:33,1365374713074126848,"['wanted', 'think', 'something', 'smart', 'episode', 'contribute', 'alas', 'say', 'barc']",wanted think something smart episode contribute alas say barc,0.108,0.816,0.076,-0.2023,0.108,0.816,0.076,-0.2023,0.108,0.816,0.076,-0.2023,0.108,0.816,0.076,-0.2023,0.108,0.816,0.076,-0.2023
"Choni's push and pull ending with a ""final"" push in 5x08!!!",False,en,0,0,2021-02-26 18:51:08,1365373851912216577,"['choni', 'push', 'pull', 'ending', 'final', 'push', '5x08']",choni push pull ending final push 5x08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"WAIT A MINUTE– does this mean that we won't get a choni kiss until july,,, 🧍‍♀️",False,en,0,0,2021-02-26 18:50:31,1365373697159270402,"['wait', 'minute', 'mean', 'get', 'choni', 'kiss', 'july']",wait minute mean get choni kiss july,0.152,0.848,0.0,-0.3252,0.152,0.848,0.0,-0.3252,0.152,0.848,0.0,-0.3252,0.152,0.848,0.0,-0.3252,0.152,0.848,0.0,-0.3252
when choni fvck here it's over for y'all https://t.co/1zm8AkmemG,False,en,11,0,2021-02-26 18:49:05,1365373338441367554,"['choni', 'fvck']",choni fvck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i really feel like all hell is gonna break loose between choni at this key party in 5x08,False,en,75,10,2021-02-26 18:48:55,1365373294334083077,"['really', 'feel', 'like', 'hell', 'gonna', 'break', 'loose', 'choni', 'key', 'party', '5x08']",really feel like hell gonna break loose choni key party 5x08,0.272,0.512,0.216,-0.3446,0.272,0.512,0.216,-0.3446,0.272,0.512,0.216,-0.3446,0.272,0.512,0.216,-0.3446,0.272,0.512,0.216,-0.3446
REALLY hope we get a choni scene in Tonis bedroom https://t.co/vpCVt1EN0W,True,en,1,0,2021-02-26 18:47:52,1365373031728754688,"['really', 'hope', 'get', 'choni', 'scene', 'tonis', 'bedroom']",really hope get choni scene tonis bedroom,0.0,0.696,0.304,0.6028,0.0,0.696,0.304,0.6028,0.0,0.696,0.304,0.6028,0.0,0.696,0.304,0.6028,0.0,0.696,0.304,0.6028
"RT @robynchoni: prayer circle:

                    🕯      🕯
           🕯                       🕯
                      choni     
       🕯…",False,en,0,30,2021-02-26 18:44:56,1365372291115327491,"['prayer', 'circle', 'choni']",prayer circle choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @robynchoni: choni should get back together now. please and thank you,False,en,0,1,2021-02-26 18:44:17,1365372130259525632,"['choni', 'get', 'back', 'together', 'please', 'thank']",choni get back together please thank,0.0,0.676,0.324,0.5859,0.0,0.676,0.324,0.5859,0.0,0.676,0.324,0.5859,0.0,0.676,0.324,0.5859,0.0,0.676,0.324,0.5859
anyway choni sex scene in here when https://t.co/1Ceyeg9WsX,False,en,72,8,2021-02-26 18:43:51,1365372019928408064,"['anyway', 'choni', 'sex', 'scene']",anyway choni sex scene,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"@mybarchie hmm, yeah, but I'm excited for the choni dance off scenes tho",False,en,2,0,2021-02-26 18:43:29,1365371928970682368,"['hmm', 'yeah', 'excited', 'choni', 'dance', 'scenes', 'tho']",hmm yeah excited choni dance scenes tho,0.0,0.701,0.299,0.5719,0.0,0.701,0.299,0.5719,0.0,0.701,0.299,0.5719,0.0,0.701,0.299,0.5719,0.0,0.701,0.299,0.5719
i am sooo ready for the choni angst https://t.co/8IwB4bGRxq,False,en,0,0,2021-02-26 18:43:17,1365371878689357825,"['sooo', 'ready', 'choni', 'angst']",sooo ready choni angst,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
@sweetchonis Exactlyyyy choni sceneees,False,en,0,0,2021-02-26 18:42:18,1365371630764048388,"['exactlyyyy', 'choni', 'sceneees']",exactlyyyy choni sceneees,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
choni haven't been together for 7 years 😐,False,en,42,2,2021-02-26 18:41:04,1365371319739686914,"['choni', 'together', '7', 'years']",choni together 7 years,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ANYWAY VANESSA AND MADELAINE ARE THE CAPTAINS OF OUR CHONI FOREVER AND WE ARE GOING TO FIGHT FOR THEM https://t.co/xuTqRw7zhG,False,en,0,0,2021-02-26 18:37:04,1365370310871162886,"['anyway', 'vanessa', 'madelaine', 'captains', 'choni', 'forever', 'going', 'fight']",anyway vanessa madelaine captains choni forever going fight,0.149,0.851,0.0,-0.516,0.149,0.851,0.0,-0.516,0.149,0.851,0.0,-0.516,0.149,0.851,0.0,-0.516,0.149,0.851,0.0,-0.516
@sweetchonis New choni bed scene manifesting,False,en,4,1,2021-02-26 18:35:01,1365369797471526918,"['new', 'choni', 'bed', 'scene', 'manifesting']",new choni bed scene manifesting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
and the choni angst will be 👌 chefs kiss,False,en,1,0,2021-02-26 18:35:01,1365369795512840192,"['choni', 'angst', 'chefs', 'kiss']",choni angst chefs kiss,0.0,0.714,0.286,0.4215,0.0,0.714,0.286,0.4215,0.0,0.714,0.286,0.4215,0.0,0.714,0.286,0.4215,0.0,0.714,0.286,0.4215
I won’t forgive Riverdale if #Choni doesn’t get back together and somehow I think it’s Miss Marbel or what her name is 😭😭😭 https://t.co/jetyKodh9w,True,en,2,1,2021-02-26 18:33:15,1365369351046651908,"['forgive', 'riverdale', 'choni', 'get', 'back', 'together', 'somehow', 'think', 'miss', 'marbel', 'name']",forgive riverdale choni get back together somehow think miss marbel name,0.068,0.844,0.089,0.128,0.068,0.844,0.089,0.128,0.068,0.844,0.089,0.128,0.068,0.844,0.089,0.128,0.068,0.844,0.089,0.128
Wouldn’t mind a Choni scene in here rather than Cheryl’s bedroom👀 https://t.co/YkqTpqpzsU,True,en,5,0,2021-02-26 18:28:42,1365368207041822723,"['mind', 'choni', 'scene', 'rather', 'cheryl', 'bedroom']",mind choni scene rather cheryl bedroom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"@blossomsvoid yea i saw that this morning and was like, woah... what?!",False,en,1,0,2021-02-26 18:25:24,1365367377404325900,"['yea', 'saw', 'morning', 'like', 'woah']",yea saw morning like woah,0.0,0.782,0.218,0.4199,0.0,0.782,0.218,0.4199,0.0,0.782,0.218,0.4199,0.0,0.782,0.218,0.4199,0.0,0.782,0.218,0.4199
@RiverdaleEPS @madelainepetsch @VanessaMorgan No No No did I mention no!!!!!Choni forever❤️❤️❤️,False,en,1,0,2021-02-26 18:25:11,1365367322505076736,"['mention', 'choni', 'forever']",mention choni forever,0.526,0.474,0.0,-0.7762,0.526,0.474,0.0,-0.7762,0.526,0.474,0.0,-0.7762,0.526,0.474,0.0,-0.7762,0.526,0.474,0.0,-0.7762
RT @chonisblossom: Could you imagine if madelaine said she’s locking lips with someone and never mentioned it’s not who we think so the ent…,False,en,0,2,2021-02-26 18:25:02,1365367284982808576,"['could', 'imagine', 'madelaine', 'said', 'locking', 'lips', 'someone', 'never', 'mentioned', 'think', 'ent']",could imagine madelaine said locking lips someone never mentioned think ent,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
YES WE NEED THIS FOR CHONI https://t.co/DwPI1iQv0O,True,en,1,0,2021-02-26 18:25:01,1365367279932878849,"['yes', 'need', 'choni']",yes need choni,0.0,0.636,0.364,0.5319,0.0,0.636,0.364,0.5319,0.0,0.636,0.364,0.5319,0.0,0.636,0.364,0.5319,0.0,0.636,0.364,0.5319
RT @chonibIossom: [crying over choni again] https://t.co/T6DhTcSj8A,False,en,0,2,2021-02-26 18:24:35,1365367172705497091,"['crying', 'choni']",crying choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
I NEED CHONI SCENES IN TONI’S BEDROOM 🥺,False,en,22,0,2021-02-26 18:21:17,1365366341323087879,"['need', 'choni', 'scenes', 'toni', 'bedroom']",need choni scenes toni bedroom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
choni s2 and s4 https://t.co/bJZ9BZSGGi,True,en,0,0,2021-02-26 18:21:02,1365366276722458634,"['choni', 's2', 's4']",choni s2 s4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
IT'S SO PRETTY????? Choni scene in this room when?? https://t.co/kfCV6OxrBj,True,en,1,0,2021-02-26 18:20:15,1365366081670496259,"['pretty', 'choni', 'scene', 'room']",pretty choni scene room,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @antcinettetopaz: toni finally has her own room and a space that feels like hers 🥺🥺 https://t.co/6swQdoZtOk,False,en,0,14,2021-02-26 18:20:09,1365366056362135554,"['toni', 'finally', 'room', 'space', 'feels', 'like']",toni finally room space feels like,0.0,0.857,0.143,0.3612,0.0,0.857,0.143,0.3612,0.0,0.857,0.143,0.3612,0.0,0.857,0.143,0.3612,0.0,0.857,0.143,0.3612
"@bugheadspov I think it's interesting how she says that. Like, it's just a kiss. She doesn't hint a relationship or smth. I doubt it will be a serious threat for choni. Mostly be part of a plan, or a weak moment or smth like that",False,en,2,0,2021-02-26 18:18:13,1365365567570468866,"['think', 'interesting', 'says', 'like', 'kiss', 'hint', 'relationship', 'smth', 'doubt', 'serious', 'threat', 'choni', 'mostly', 'part', 'plan', 'weak', 'moment', 'smth', 'like']",think interesting says like kiss hint relationship smth doubt serious threat choni mostly part plan weak moment smth like,0.2,0.593,0.208,0.1027,0.2,0.593,0.208,0.1027,0.2,0.593,0.208,0.1027,0.2,0.593,0.208,0.1027,0.2,0.593,0.208,0.1027
"@MBlossom34 Nooooo If I don't see them together
I'm officially stopping the show. 😭#choni",False,en,2,0,2021-02-26 18:16:59,1365365259071082499,"['nooooo', 'see', 'together', 'officially', 'stopping', 'show', 'choni']",nooooo see together officially stopping show choni,0.118,0.882,0.0,-0.1531,0.118,0.882,0.0,-0.1531,0.118,0.882,0.0,-0.1531,0.118,0.882,0.0,-0.1531,0.118,0.882,0.0,-0.1531
i miss choni,False,en,0,0,2021-02-26 18:16:35,1365365156432216069,"['miss', 'choni']",miss choni,0.615,0.385,0.0,-0.1531,0.615,0.385,0.0,-0.1531,0.615,0.385,0.0,-0.1531,0.615,0.385,0.0,-0.1531,0.615,0.385,0.0,-0.1531
"@robynchoni remember, Madeleine said this and she knows ALL of the choni shippers want them to be together again. so it probably is what it seems",False,en,4,0,2021-02-26 18:16:16,1365365077545807885,"['remember', 'madeleine', 'said', 'knows', 'choni', 'shippers', 'want', 'together', 'probably', 'seems']",remember madeleine said knows choni shippers want together probably seems,0.0,0.951,0.049,0.0772,0.0,0.951,0.049,0.0772,0.0,0.951,0.049,0.0772,0.0,0.951,0.049,0.0772,0.0,0.951,0.049,0.0772
Someone else instigates the kiss and toni oversees and when she sees she leaves straight away hurt. BUT she doesn't see cheryl pull away out of the kiss causing CHONI tension and angst as well as the audience knowing somthing both the characters don't.,False,en,0,0,2021-02-26 18:14:57,1365364746535452681,"['someone', 'else', 'instigates', 'kiss', 'toni', 'oversees', 'sees', 'leaves', 'straight', 'away', 'hurt', 'see', 'cheryl', 'pull', 'away', 'kiss', 'causing', 'choni', 'tension', 'angst', 'well', 'audience', 'knowing', 'somthing', 'characters']",someone else instigates kiss toni oversees sees leaves straight away hurt see cheryl pull away kiss causing choni tension angst well audience knowing somthing characters,0.097,0.719,0.184,0.5499,0.097,0.719,0.184,0.5499,0.097,0.719,0.184,0.5499,0.097,0.719,0.184,0.5499,0.097,0.719,0.184,0.5499
i think some of yall are WAY too mad about Cheryl kissing someone else.,False,en,3,0,2021-02-26 18:14:39,1365364669704249347,"['think', 'yall', 'way', 'mad', 'cheryl', 'kissing', 'someone', 'else']",think yall way mad cheryl kissing someone else,0.179,0.615,0.207,0.128,0.179,0.615,0.207,0.128,0.179,0.615,0.207,0.128,0.179,0.615,0.207,0.128,0.179,0.615,0.207,0.128
RT @SurvivedShows: Roberto Aguirre-Sacasa teases the upcoming developments for Toni and Cheryl after the time jump! #Riverdale #RiverdaleSe…,False,en,0,1,2021-02-26 18:13:06,1365364278992199686,"['roberto', 'aguirre', 'sacasa', 'teases', 'upcoming', 'developments', 'toni', 'cheryl', 'time', 'jump', 'riverdale', 'riverdalese']",roberto aguirre sacasa teases upcoming developments toni cheryl time jump riverdale riverdalese,0.128,0.872,0.0,-0.3595,0.128,0.872,0.0,-0.3595,0.128,0.872,0.0,-0.3595,0.128,0.872,0.0,-0.3595,0.128,0.872,0.0,-0.3595
about to do a choni x enchanted thread because i'm having a breakdown i Can't believe This.,False,en,4,0,2021-02-26 18:12:55,1365364233144315909,"['choni', 'x', 'enchanted', 'thread', 'breakdown', 'believe']",choni x enchanted thread breakdown believe,0.0,0.822,0.178,0.3818,0.0,0.822,0.178,0.3818,0.0,0.822,0.178,0.3818,0.0,0.822,0.178,0.3818,0.0,0.822,0.178,0.3818
@nayastopaz i mean she’s hot but NO CHONI ENDGAME,False,en,0,0,2021-02-26 18:12:32,1365364139435167745,"['mean', 'hot', 'choni', 'endgame']",mean hot choni endgame,0.358,0.642,0.0,-0.5993,0.358,0.642,0.0,-0.5993,0.358,0.642,0.0,-0.5993,0.358,0.642,0.0,-0.5993,0.358,0.642,0.0,-0.5993
Having a Choni breakdown https://t.co/dKsFCNa0G4,False,en,2,0,2021-02-26 18:12:27,1365364115875782666,"['choni', 'breakdown']",choni breakdown,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
I have two thoughts on how it can happen as choni is meant to be all about tension and angst.,False,en,0,0,2021-02-26 18:12:19,1365364084607225861,"['two', 'thoughts', 'happen', 'choni', 'meant', 'tension', 'angst']",two thoughts happen choni meant tension angst,0.113,0.887,0.0,-0.3182,0.113,0.887,0.0,-0.3182,0.113,0.887,0.0,-0.3182,0.113,0.887,0.0,-0.3182,0.113,0.887,0.0,-0.3182
"choni love confession like this when
 https://t.co/bhIFW60RPe",False,en,94,15,2021-02-26 18:12:09,1365364040537501698,"['choni', 'love', 'confession', 'like']",choni love confession like,0.0,0.427,0.573,0.7717,0.0,0.427,0.573,0.7717,0.0,0.427,0.573,0.7717,0.0,0.427,0.573,0.7717,0.0,0.427,0.573,0.7717
@snsationalmagic no. Choni rain kiss 😾,False,en,1,0,2021-02-26 18:11:05,1365363772609724417,"['choni', 'rain', 'kiss']",choni rain kiss,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531
CHONI RAINKISS ONLY https://t.co/I89lQsQEAL https://t.co/CoReYFLW7M,True,en,11,0,2021-02-26 18:10:17,1365363572017086468,"['choni', 'rainkiss']",choni rainkiss,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i love barchie but i better be getting a lot more choni already it’s not fair that the one sapphic ship hasn’t gotten anything for a long ass time i’m so tired of this,False,en,0,0,2021-02-26 18:09:16,1365363315271213057,"['love', 'barchie', 'better', 'getting', 'lot', 'choni', 'already', 'fair', 'one', 'sapphic', 'ship', 'gotten', 'anything', 'long', 'ass', 'time', 'tired']",love barchie better getting lot choni already fair one sapphic ship gotten anything long ass time tired,0.281,0.571,0.147,-0.7817,0.281,0.571,0.147,-0.7817,0.281,0.571,0.147,-0.7817,0.281,0.571,0.147,-0.7817,0.281,0.571,0.147,-0.7817
and then it would bring more to choni angst and it just would be so flavorful wow i just want sapphics already,False,en,0,0,2021-02-26 18:08:21,1365363083955359746,"['would', 'bring', 'choni', 'angst', 'would', 'flavorful', 'wow', 'want', 'sapphics', 'already']",would bring choni angst would flavorful wow want sapphics already,0.0,0.779,0.221,0.6573,0.0,0.779,0.221,0.6573,0.0,0.779,0.221,0.6573,0.0,0.779,0.221,0.6573,0.0,0.779,0.221,0.6573
i love choni more than ANYTHING but i’d totally be here for like a chabitha one night stand like wow it would be amazing,False,en,0,0,2021-02-26 18:07:37,1365362902769754113,"['love', 'choni', 'anything', 'totally', 'like', 'chabitha', 'one', 'night', 'stand', 'like', 'wow', 'would', 'amazing']",love choni anything totally like chabitha one night stand like wow would amazing,0.0,0.466,0.534,0.9661,0.0,0.466,0.534,0.9661,0.0,0.466,0.534,0.9661,0.0,0.466,0.534,0.9661,0.0,0.466,0.534,0.9661
@chonirubies I NEED MY CHONI RAINKISS https://t.co/Ce1oVcky1Q,False,en,1,0,2021-02-26 18:06:23,1365362589744713732,"['need', 'choni', 'rainkiss']",need choni rainkiss,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"@tonistopazz It's March 10th but I think for different timezones yeah, March 11",False,en,0,0,2021-02-26 18:05:52,1365362460853751810,"['march', '10th', 'think', 'different', 'timezones', 'yeah', 'march', '11']",march 10th think different timezones yeah march 11,0.0,0.797,0.203,0.4215,0.0,0.797,0.203,0.4215,0.0,0.797,0.203,0.4215,0.0,0.797,0.203,0.4215,0.0,0.797,0.203,0.4215
@bettycvpers I JUST WANT A CHONI KISS https://t.co/nMDa5vgLaK,False,en,1,0,2021-02-26 18:05:19,1365362320277262336,"['want', 'choni', 'kiss']",want choni kiss,0.0,0.418,0.582,0.6774,0.0,0.418,0.582,0.6774,0.0,0.418,0.582,0.6774,0.0,0.418,0.582,0.6774,0.0,0.418,0.582,0.6774
