tweets,quote_status,language,favorite_count,retweet_count,time,id,sentiment,neg,neu,pos,compound,processed_text,cleaned_tweets,cleaned_neg,cleaned_neu,cleaned_pos,cleaned_compound,neg.1,neu.1,pos.1,compound.1,neg,neu,pos,compound
@azalben @decider I NEED JERONICA https://t.co/SCWk8kcwwU,False,en,2,1,2021-02-26 22:24:24,1365427523367165953,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['need', 'jeronica']",need jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @mydairjeronica: JERONICA IN GLASSES 😭😭😭 my myopic babies https://t.co/vCSzm7v37w,False,en,0,31,2021-02-26 16:28:54,1365338059324153861,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'glasses', 'myopic', 'babies']",jeronica glasses myopic babies,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"As much as I like Varchie, I adore the idea of Vughead (or is it Jeronica?) more. And hoping that plot twist will actually happen someday! 😃🤩😊 
#Riverdale #fangirl https://t.co/Gvl0M2NohS",False,en,27,2,2021-02-26 13:15:20,1365289346174046210,"Sentiment(polarity=0.2333333333333333, subjectivity=0.26666666666666666)",0.0,0.725,0.275,0.858,"['much', 'like', 'varchie', 'adore', 'idea', 'vughead', 'jeronica', 'hoping', 'plot', 'twist', 'actually', 'happen', 'someday', 'riverdale', 'fangirl']",much like varchie adore idea vughead jeronica hoping plot twist actually happen someday riverdale fangirl,0.0,0.574,0.426,0.836,0.0,0.574,0.426,0.836,0.0,0.574,0.426,0.836
When Jeronica is given their chance and this happens I’ll sob https://t.co/Kvnirn4tdP,True,en,9,0,2021-02-26 06:53:20,1365193213607223296,"Sentiment(polarity=0.0, subjectivity=0.0)",0.14300000000000002,0.7140000000000001,0.14300000000000002,0.0,"['jeronica', 'given', 'chance', 'happens', 'sob']",jeronica given chance happens sob,0.28600000000000003,0.429,0.28600000000000003,0.0,0.28600000000000003,0.429,0.28600000000000003,0.0,0.286,0.429,0.286,0.0
@CW_Riverdale I NEED MY JERONICA CRUMBS https://t.co/mDXRxnyIGh,False,en,8,0,2021-02-26 01:20:33,1365109463464763394,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['need', 'jeronica', 'crumbs']",need jeronica crumbs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i want to be a writer for riverdale just to pitch the idea of veronica dating cheryl and bffs jeronica every week,False,en,1,0,2021-02-26 00:22:42,1365094905161412608,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.936,0.064,0.0772,"['want', 'writer', 'riverdale', 'pitch', 'idea', 'veronica', 'dating', 'cheryl', 'bffs', 'jeronica', 'every', 'week']",want writer riverdale pitch idea veronica dating cheryl bffs jeronica every week,0.0,0.894,0.106,0.0772,0.0,0.894,0.106,0.0772,0.0,0.894,0.106,0.0772
"Because the writers always answer the questions related to absolutely every ship except Jeronica's. Is it a good sign? Would they want to surprise us?
Or maybe they don't care about the couple and some kind of rapprochement between them is impossible.
I don't know.",False,en,11,0,2021-02-25 23:46:45,1365085861042417668,"Sentiment(polarity=0.16666666666666669, subjectivity=0.76)",0.054000000000000006,0.8079999999999999,0.138,0.4646,"['writers', 'always', 'answer', 'questions', 'related', 'absolutely', 'every', 'ship', 'except', 'jeronica', 'good', 'sign', 'would', 'want', 'surprise', 'us', 'maybe', 'care', 'couple', 'kind', 'rapprochement', 'impossible', 'know']",writers always answer questions related absolutely every ship except jeronica good sign would want surprise us maybe care couple kind rapprochement impossible know,0.0,0.583,0.417,0.8979,0.0,0.583,0.41700000000000004,0.8979,0.0,0.583,0.417,0.8979
RT @VugheadForever: @azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites a…,False,en,0,1,2021-02-25 22:34:25,1365067656668323847,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites']",understand boats got board except jeronica opposites,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/aGSW9QHjJq,False,en,33,1,2021-02-25 21:33:04,1365052217963798528,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.889,0.111,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
Tbh I really don't care if Barchie happens or not 'cause I never shipped bughead &lt;&lt;&lt; Vughead/Jeronica,False,en,1,0,2021-02-25 21:31:19,1365051774206435332,"Sentiment(polarity=0.2, subjectivity=0.2)",0.172,0.828,0.0,-0.4416,"['tbh', 'really', 'care', 'barchie', 'happens', 'cause', 'never', 'shipped', 'bughead', 'lt', 'lt', 'lt', 'vughead', 'jeronica']",tbh really care barchie happens cause never shipped bughead lt lt lt vughead jeronica,0.0,0.7879999999999999,0.212,0.5413,0.0,0.7879999999999999,0.212,0.5413,0.0,0.788,0.212,0.5413
Excuse me- where is this Jeronica coming from?!? That’s a ship I don’t think I can get used to #Riverdale,False,en,0,0,2021-02-25 20:49:07,1365041155742834692,"Sentiment(polarity=-0.0625, subjectivity=0.05)",0.0,0.8909999999999999,0.109,0.2387,"['excuse', 'jeronica', 'coming', 'ship', 'think', 'get', 'used', 'riverdale']",excuse jeronica coming ship think get used riverdale,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772
@RiverdaleWriter @cmaroon @nocontextrvd Will we have jeronica/Vughead friendship or more?,False,en,2,0,2021-02-25 18:52:46,1365011876007018509,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.7559999999999999,0.244,0.4404,"['jeronica', 'vughead', 'friendship']",jeronica vughead friendship,0.0,0.408,0.5920000000000001,0.4404,0.0,0.408,0.5920000000000001,0.4404,0.0,0.408,0.592,0.4404
I don’t think y’all understand... I be getting so hyped for the episodes thinking in the back of my head that there is hope for a Jeronica scene and then getting disappointed when it doesn’t happen... KNOWING it won’t happen😭,False,en,10,0,2021-02-25 18:39:42,1365008588385751046,"Sentiment(polarity=-0.375, subjectivity=0.375)",0.076,0.8540000000000001,0.071,-0.0516,"['think', 'understand', 'getting', 'hyped', 'episodes', 'thinking', 'back', 'head', 'hope', 'jeronica', 'scene', 'getting', 'disappointed', 'happen', 'knowing', 'happen']",think understand getting hyped episodes thinking back head hope jeronica scene getting disappointed happen knowing happen,0.155,0.7,0.145,-0.0516,0.155,0.7,0.145,-0.0516,0.155,0.7,0.145,-0.0516
@RiverdaleWriter @cmaroon @nocontextrvd Talk about Jeronica,False,en,3,0,2021-02-25 18:31:16,1365006465539448837,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['talk', 'jeronica']",talk jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @mydairjeronica: jughead in a conversation that brought up veronica is a jeronica crumb #Riverdale,False,en,0,2,2021-02-25 18:25:07,1365004915202871300,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jughead', 'conversation', 'brought', 'veronica', 'jeronica', 'crumb', 'riverdale']",jughead conversation brought veronica jeronica crumb riverdale,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"“the town was drowning in problems, and a hell of a good-looking one was about to walk through my door”
*veronica walks in*
no like jeronica endgame I’m so serious",False,en,0,0,2021-02-25 18:21:24,1365003981781676036,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)",0.306,0.626,0.068,-0.8290000000000001,"['town', 'drowning', 'problems', 'hell', 'good', 'looking', 'one', 'walk', 'door', 'veronica', 'walks', 'like', 'jeronica', 'endgame', 'serious']",town drowning problems hell good looking one walk door veronica walks like jeronica endgame serious,0.358,0.417,0.225,-0.4939,0.358,0.41700000000000004,0.225,-0.4939,0.358,0.417,0.225,-0.4939
I need Jeronica moots,False,en,0,0,2021-02-25 18:18:37,1365003280649236481,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['need', 'jeronica', 'moots']",need jeronica moots,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@VugheadForever @azalben I think Jug will be together with Tabitha for at least a season. I was confindent that we will se Jeronica after the timeskip but now they interact even less than before😂,False,en,2,0,2021-02-25 13:17:25,1364927481019514884,"Sentiment(polarity=-0.23333333333333334, subjectivity=0.23333333333333334)",0.0,1.0,0.0,0.0,"['think', 'jug', 'together', 'tabitha', 'least', 'season', 'confindent', 'se', 'jeronica', 'timeskip', 'interact', 'even', 'less']",think jug together tabitha least season confindent se jeronica timeskip interact even less,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"If the writers were smart,, they’d make Jeronica a couple bcuz they’re the only het ship worth something in this show . #Riverdale",False,en,2,0,2021-02-25 12:04:28,1364909122685202433,"Sentiment(polarity=0.1714285714285714, subjectivity=0.580952380952381)",0.0,0.913,0.087,0.2263,"['writers', 'smart', 'make', 'jeronica', 'couple', 'bcuz', 'het', 'ship', 'worth', 'something', 'show', 'riverdale']",writers smart make jeronica couple bcuz het ship worth something show riverdale,0.0,0.685,0.315,0.5574,0.0,0.685,0.315,0.5574,0.0,0.685,0.315,0.5574
Jeronica would be the only ship with intelligence and meaning along with Choni tbfh cuz Barchie has thick as shit Archie wit Betty’s slutty ass #Riverdale,False,en,102,0,2021-02-25 11:19:33,1364897819463712770,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.7583333333333334)",0.293,0.62,0.087,-0.8074,"['jeronica', 'would', 'ship', 'intelligence', 'meaning', 'along', 'choni', 'tbfh', 'cuz', 'barchie', 'thick', 'shit', 'archie', 'wit', 'betty', 'slutty', 'ass', 'riverdale']",jeronica would ship intelligence meaning along choni tbfh cuz barchie thick shit archie wit betty slutty ass riverdale,0.378,0.509,0.113,-0.8074,0.37799999999999995,0.509,0.113,-0.8074,0.378,0.509,0.113,-0.8074
RT @my_kindreds: So when is jeronica hapeening thats the question #Riverdale https://t.co/YwHViRIY8p,False,en,0,2,2021-02-25 08:01:17,1364847922399993860,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'hapeening', 'thats', 'question', 'riverdale']",jeronica hapeening thats question riverdale,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
I love the bickering between Cami and Cole! On screen or off these 2 are great together #jeronica #Riverdale #vughead https://t.co/k0lTcGkAV4,False,en,14,2,2021-02-25 07:48:40,1364844749614505988,"Sentiment(polarity=0.7125, subjectivity=0.675)",0.0,0.664,0.336,0.8622,"['love', 'bickering', 'cami', 'cole', 'screen', '2', 'great', 'together', 'jeronica', 'riverdale', 'vughead']",love bickering cami cole screen 2 great together jeronica riverdale vughead,0.0,0.491,0.509,0.8519,0.0,0.491,0.509,0.8519,0.0,0.491,0.509,0.8519
am i the only one who wants jeronica/vughead revenge? #Riverdale,False,en,3,0,2021-02-25 05:48:27,1364814497735729159,"Sentiment(polarity=0.1, subjectivity=0.55)",0.298,0.7020000000000001,0.0,-0.5267,"['one', 'wants', 'jeronica', 'vughead', 'revenge', 'riverdale']",one wants jeronica vughead revenge riverdale,0.405,0.595,0.0,-0.5267,0.405,0.595,0.0,-0.5267,0.405,0.595,0.0,-0.5267
"RT @VugheadForever: #Vughead #Jeronica #Riverdale 

Parallel: 5x01||5x06 https://t.co/5ysYfYhCcp",False,en,0,6,2021-02-25 05:24:37,1364808498115211264,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['vughead', 'jeronica', 'riverdale', 'parallel', '5x01', '5x06']",vughead jeronica riverdale parallel 5x01 5x06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"All I ask, please, more scenes jeronica @WriterRAS #vughead #jeronica",False,en,26,4,2021-02-25 05:01:47,1364802752707190784,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.777,0.223,0.3182,"['ask', 'please', 'scenes', 'jeronica', 'vughead', 'jeronica']",ask please scenes jeronica vughead jeronica,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182
@medievaIswords are they trying to compare JERONICA to DAIR,False,en,2,0,2021-02-25 05:01:40,1364802723724611584,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['trying', 'compare', 'jeronica', 'dair']",trying compare jeronica dair,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @VugheadForever: I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. #…,False,en,0,3,2021-02-25 04:35:59,1364796258628599810,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.894,0.106,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
RT @LaBella_Aria: These 2 together would unstoppable ❤️❤️#jeronica #vughead #Riverdale #RiverdaleSeason5 https://t.co/xi0eHwcyjY,False,en,0,19,2021-02-25 04:31:22,1364795096143642625,"Sentiment(polarity=0.0, subjectivity=0.0)",0.153,0.847,0.0,-0.2023,"['2', 'together', 'would', 'unstoppable', 'jeronica', 'vughead', 'riverdale', 'riverdaleseason5']",2 together would unstoppable jeronica vughead riverdale riverdaleseason5,0.231,0.769,0.0,-0.2023,0.231,0.769,0.0,-0.2023,0.231,0.769,0.0,-0.2023
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/WF3afmfNO5,False,en,26,3,2021-02-25 03:37:57,1364781654414266371,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.889,0.111,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
@greendalewitch and them referring to this as a MEAL??? they are starving god the writers would write jeronica scenes out of pity if they saw this,False,en,0,0,2021-02-25 02:56:57,1364771334451003393,"Sentiment(polarity=-0.1, subjectivity=0.2)",0.187,0.742,0.071,-0.5329999999999999,"['referring', 'meal', 'starving', 'god', 'writers', 'would', 'write', 'jeronica', 'scenes', 'pity', 'saw']",referring meal starving god writers would write jeronica scenes pity saw,0.331,0.53,0.139,-0.4404,0.331,0.53,0.139,-0.4404,0.331,0.53,0.139,-0.4404
Don’t worry when there’s a reboot later in life everyone will ship Jeronica like people did with Dair https://t.co/0vNTtWuyd4,True,en,12,0,2021-02-25 02:31:51,1364765018567311365,"Sentiment(polarity=0.0, subjectivity=0.0)",0.136,0.748,0.117,-0.1027,"['worry', 'reboot', 'later', 'life', 'everyone', 'ship', 'jeronica', 'like', 'people', 'dair']",worry reboot later life everyone ship jeronica like people dair,0.21600000000000005,0.597,0.187,-0.1027,0.21600000000000003,0.597,0.187,-0.1027,0.216,0.597,0.187,-0.1027
"Even if Riverdale ends without Jeronica and absolutely nothing about them, I will never stop thinking that they would have been a success and an incredible duo to appreciate. #jeronica #vughead #riverdale",False,en,19,4,2021-02-25 02:30:59,1364764803223474176,"Sentiment(polarity=0.4666666666666666, subjectivity=0.6)",0.0,0.765,0.235,0.8068,"['even', 'riverdale', 'ends', 'without', 'jeronica', 'absolutely', 'nothing', 'never', 'stop', 'thinking', 'would', 'success', 'incredible', 'duo', 'appreciate', 'jeronica', 'vughead', 'riverdale']",even riverdale ends without jeronica absolutely nothing never stop thinking would success incredible duo appreciate jeronica vughead riverdale,0.08199999999999999,0.643,0.274,0.6683,0.08199999999999999,0.643,0.27399999999999997,0.6683,0.082,0.643,0.274,0.6683
"@azalben Alex, can you say something about Jeronica? There are possibilities or we are crazy drawing theories that do not exist. Give us an answer with all due respect. 🥺🙏",False,en,15,0,2021-02-25 02:26:31,1364763677623214081,"Sentiment(polarity=-0.3625, subjectivity=0.6375)",0.07200000000000001,0.836,0.093,0.1779,"['alex', 'say', 'something', 'jeronica', 'possibilities', 'crazy', 'drawing', 'theories', 'exist', 'give', 'us', 'answer', 'due', 'respect']",alex say something jeronica possibilities crazy drawing theories exist give us answer due respect,0.13699999999999998,0.6859999999999999,0.177,0.1779,0.13699999999999998,0.6859999999999999,0.177,0.1779,0.137,0.686,0.177,0.1779
"I don't lose hope with Jeronica, but really feeding each episode with little crumbs is sad and annoys me. #jeronica #vughead #riverdale",False,en,8,0,2021-02-25 02:21:23,1364762385857273857,"Sentiment(polarity=-0.1625, subjectivity=0.5666666666666667)",0.33,0.612,0.059,-0.8190000000000001,"['lose', 'hope', 'jeronica', 'really', 'feeding', 'episode', 'little', 'crumbs', 'sad', 'annoys', 'jeronica', 'vughead', 'riverdale']",lose hope jeronica really feeding episode little crumbs sad annoys jeronica vughead riverdale,0.404,0.451,0.145,-0.6319,0.40399999999999997,0.451,0.145,-0.6319,0.404,0.451,0.145,-0.6319
I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. #Riverdale #jeronica #vughead,False,en,19,3,2021-02-25 02:19:37,1364761941965762569,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.894,0.106,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract', 'riverdale', 'jeronica', 'vughead']",understand boats got board except jeronica opposites attract riverdale jeronica vughead,0.0,0.8,0.2,0.3612,0.0,0.8,0.2,0.3612,0.0,0.8,0.2,0.3612
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/SGKtxHvwrV,False,en,16,0,2021-02-25 02:19:23,1364761880825323520,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.889,0.111,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/XryrO09BGQ,False,en,8,0,2021-02-25 02:19:14,1364761843470913547,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.889,0.111,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/HDN2TZ9Hk6,False,en,25,1,2021-02-25 02:19:03,1364761800483491841,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.889,0.111,0.3612,"['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
@sclahspades jeronica stans going insane,False,en,1,0,2021-02-25 02:16:26,1364761141306654720,"Sentiment(polarity=-1.0, subjectivity=1.0)",0.403,0.597,0.0,-0.4019,"['jeronica', 'stans', 'going', 'insane']",jeronica stans going insane,0.474,0.526,0.0,-0.4019,0.474,0.526,0.0,-0.4019,0.474,0.526,0.0,-0.4019
So when is jeronica hapeening thats the question #Riverdale https://t.co/YwHViRIY8p,False,en,6,2,2021-02-25 02:15:35,1364760924934955009,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'hapeening', 'thats', 'question', 'riverdale']",jeronica hapeening thats question riverdale,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jughead in a conversation that brought up veronica is a jeronica crumb #Riverdale,False,en,17,2,2021-02-25 01:41:24,1364752325785567235,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jughead', 'conversation', 'brought', 'veronica', 'jeronica', 'crumb', 'riverdale']",jughead conversation brought veronica jeronica crumb riverdale,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
JERONICA IN GLASSES 😭😭😭 my myopic babies https://t.co/vCSzm7v37w,False,en,212,31,2021-02-25 01:32:31,1364750087663071232,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'glasses', 'myopic', 'babies']",jeronica glasses myopic babies,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"give me some Jeronica crumbs please!! 😩❤️
#Riverdale #jeronica",False,en,1,0,2021-02-25 00:58:09,1364741437825368072,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.735,0.265,0.4374,"['give', 'jeronica', 'crumbs', 'please', 'riverdale', 'jeronica']",give jeronica crumbs please riverdale jeronica,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182
RT @camiscrown: WE WANT JERONICA SHOWER SEX,False,en,0,6,2021-02-25 00:48:21,1364738974280019968,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.747,0.253,0.2577,"['want', 'jeronica', 'shower', 'sex']",want jeronica shower sex,0.0,0.698,0.302,0.0772,0.0,0.698,0.302,0.0772,0.0,0.698,0.302,0.0772
RT @RiverdaleRefer1: I am living for this crumb #jeronica https://t.co/xBjznxbSMt,False,en,0,5,2021-02-25 00:45:25,1364738235507818497,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['living', 'crumb', 'jeronica']",living crumb jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @ifyoutrustme: this is a win for the jeronica friendship community. in the second pic he looks amused he’s just like oh veronica singing…,True,en,0,1,2021-02-25 00:40:14,1364736932400558084,"Sentiment(polarity=0.4, subjectivity=0.2)",0.0,0.613,0.387,0.9001,"['win', 'jeronica', 'friendship', 'community', 'second', 'pic', 'looks', 'amused', 'like', 'oh', 'veronica', 'singing']",win jeronica friendship community second pic looks amused like oh veronica singing,0.0,0.4,0.6,0.9001,0.0,0.4,0.6,0.9001,0.0,0.4,0.6,0.9001
"#Vughead #Jeronica #Riverdale 

Parallel: 5x01||5x06 https://t.co/5ysYfYhCcp",False,en,30,6,2021-02-25 00:34:20,1364735444446019585,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['vughead', 'jeronica', 'riverdale', 'parallel', '5x01', '5x06']",vughead jeronica riverdale parallel 5x01 5x06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"@adoreschoni YEEEEEES, JERONICA https://t.co/ChS2WryiYs",False,en,3,0,2021-02-24 23:24:32,1364717881611735045,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['yeeeeees', 'jeronica']",yeeeeees jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @jeronnica: it’s what i deserve #barchie #jeronica https://t.co/bHSg8quBu9,False,en,0,18,2021-02-24 22:22:38,1364702304092364802,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['deserve', 'barchie', 'jeronica']",deserve barchie jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
this is a win for the jeronica friendship community. in the second pic he looks amused he’s just like oh veronica singing again typical veronica she hasn’t changed one bit she’s still the same old veronica WHICH IS ONE OF THE HIGHEST FORMS OF AFFECTION https://t.co/HZAaG0z2NT,True,en,15,1,2021-02-24 22:12:09,1364699662154891266,"Sentiment(polarity=0.14666666666666667, subjectivity=0.24499999999999997)",0.0,0.713,0.287,0.9445,"['win', 'jeronica', 'friendship', 'community', 'second', 'pic', 'looks', 'amused', 'like', 'oh', 'veronica', 'singing', 'typical', 'veronica', 'changed', 'one', 'bit', 'still', 'old', 'veronica', 'one', 'highest', 'forms', 'affection']",win jeronica friendship community second pic looks amused like oh veronica singing typical veronica changed one bit still old veronica one highest forms affection,0.0,0.552,0.448,0.9371,0.0,0.552,0.44799999999999995,0.9371,0.0,0.552,0.448,0.9371
RT @cherryplushies: Manifesting for Jeronica crumbs tomorrow omg please! 😩🥺 #Riverdale #Jeronica #Vughead https://t.co/8Ec65aC1V0,False,en,0,5,2021-02-24 21:32:38,1364689719280492544,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.8340000000000001,0.166,0.3802,"['manifesting', 'jeronica', 'crumbs', 'tomorrow', 'omg', 'please', 'riverdale', 'jeronica', 'vughead']",manifesting jeronica crumbs tomorrow omg please riverdale jeronica vughead,0.0,0.777,0.223,0.3182,0.0,0.777,0.223,0.3182,0.0,0.777,0.223,0.3182
I am living for this crumb #jeronica https://t.co/xBjznxbSMt,False,en,41,5,2021-02-24 16:31:55,1364614040195125256,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['living', 'crumb', 'jeronica']",living crumb jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@BarchiePortal @landofbarchie OMG!!! YES. now only Vughead-Jeronica is missing https://t.co/Es0QFoX1oC,False,en,3,0,2021-02-24 15:36:18,1364600045182533647,"Sentiment(polarity=-0.1, subjectivity=0.525)",0.152,0.551,0.297,0.4782,"['omg', 'yes', 'vughead', 'jeronica', 'missing']",omg yes vughead jeronica missing,0.278,0.38,0.342,0.128,0.278,0.38,0.342,0.128,0.278,0.38,0.342,0.128
"Why are the riverdale writers so scary to let Jughead and Veronica interact?? The time jump + Barchie was the perfect time to finally explore Jeronica but nope. I’m seeing the potential with Jughead and Tabitha doe,won’t lie. #RiverdaleSeason5 #Riverdale #jughead #Jughead",False,en,8,1,2021-02-24 13:15:51,1364564700818771972,"Sentiment(polarity=0.125, subjectivity=1.0)",0.066,0.8809999999999999,0.053,-0.1451,"['riverdale', 'writers', 'scary', 'let', 'jughead', 'veronica', 'interact', 'time', 'jump', 'barchie', 'perfect', 'time', 'finally', 'explore', 'jeronica', 'nope', 'seeing', 'potential', 'jughead', 'tabitha', 'doe', 'lie', 'riverdaleseason5', 'riverdale', 'jughead', 'jughead']",riverdale writers scary let jughead veronica interact time jump barchie perfect time finally explore jeronica nope seeing potential jughead tabitha doe lie riverdaleseason5 riverdale jughead jughead,0.104,0.777,0.12,0.128,0.10400000000000001,0.777,0.12,0.128,0.104,0.777,0.12,0.128
"RT @RiverdaleRefer1: Prayer circle:

                    🕯      🕯
           🕯                         🕯
                    Jeronica…",False,en,0,10,2021-02-24 11:51:45,1364543537417777153,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['prayer', 'circle', 'jeronica']",prayer circle jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
