tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets,neg,neu,pos
BUGHEAD'S FUTURE https://t.co/kF5YgeCSvh,False,en,105,10,2021-02-26 22:56:37,1365435632311562241,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'future']",bughead's future ,0.00,0.00,1.00
bughead when? https://t.co/Upoj1pKmdR,True,en,0,0,2021-02-26 22:55:23,1365435320653795329,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'],bughead when? ,0.00,0.00,1.00
RT @lilymilly12: @CW_Riverdale bughead endgame bitches,False,en,0,1,2021-02-26 22:52:34,1365434610486804486,"{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.5994}","['bughead', 'endgame', 'bitches']",rt :  riverdale bughead endgame bitches,0.20,0.00,0.80
@Bughead_Support Bughead bitchesss,False,en,0,0,2021-02-26 22:50:06,1365433988345651205,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'bitchesss']", support bughead bitchesss,0.00,0.00,1.00
"@barchie1234 @Deckerstar_6666 @Bughead_Support ok but did you see how betty ended barchie in s4? or maybe now in s5 how betty tells archie how shes worried and he just answer with an ""oh it sucks maybe I can distract you tonight"" or something like that? BUT THESE ARE OPINIONS SO THE FACT IS JUST THAT WE THINK DIFFERENTLY LOL",False,en,0,0,2021-02-26 22:49:26,1365433821588582407,"{'neg': 0.076, 'neu': 0.794, 'pos': 0.13, 'compound': 0.6767}","['ok', 'see', 'betty', 'ended', 'barchie', 's4', 'maybe', 's5', 'betty', 'tells', 'archie', 'shes', 'worried', 'answer', 'oh', 'sucks', 'maybe', 'distract', 'tonight', 'something', 'like', 'opinions', 'fact', 'think', 'differently', 'lol']","  6666  support ok but did you see how betty ended barchie in s4? or maybe now in s5 how betty tells archie how shes worried and he just answer with an ""oh it sucks maybe i can distract you tonight"" or something like that? but these are opinions so the fact is just that we think differently lol",0.02,0.00,0.98
RT @MimiSayani: @chintandesaiii @classyreinhart Just Wait and watch bugHead and Varchie is end game here,False,en,0,1,2021-02-26 22:46:05,1365432979569270789,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['wait', 'watch', 'bughead', 'varchie', 'end', 'game']",rt :   just wait and watch bughead and varchie is end game here,0.00,0.00,1.00
@bugheadaIe If we lose bughead than we have a problem so far season 5 has been the worst season yet so no bughead no views,False,en,1,0,2021-02-26 22:45:23,1365432802074910726,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.9352}","['lose', 'bughead', 'problem', 'far', 'season', '5', 'worst', 'season', 'yet', 'bughead', 'views']", if we lose bughead than we have a problem so far season 5 has been the worst season yet so no bughead no views,0.00,0.00,1.00
@Bughead_Support BUGHEAD ❤️❤️❤️❤️,False,en,0,0,2021-02-26 22:45:01,1365432712689979393,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead :red heart::red heart::red heart::red heart:,0.00,0.00,1.00
@Bughead_Support BUGHEAD FOREVER,False,en,1,0,2021-02-26 22:44:49,1365432661783638016,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'forever']", support bughead forever,0.00,0.00,1.00
"@barchanted @crimsonclover90 I'm not telling people to stop watching or not enjoy. No need to be so defensive.
But hey, a dynamic duo like Bughead is a dynamic duo. It's OK for a person to want them back.",False,en,1,0,2021-02-26 22:44:13,1365432510189105153,"{'neg': 0.105, 'neu': 0.563, 'pos': 0.332, 'compound': 0.8168}","['telling', 'people', 'stop', 'watching', 'enjoy', 'need', 'defensive', 'hey', 'dynamic', 'duo', 'like', 'bughead', 'dynamic', 'duo', 'ok', 'person', 'want', 'back']","  i'm not telling people to stop watching or not enjoy. no need to be so defensive.
but hey, a dynamic duo like bughead is a dynamic duo. it's ok for a person to want them back.",0.03,0.00,0.97
@lilrunner Hmm maybe! You never know with RAS so I’m not completely convinced that it’s going to have the predictable ending. There’s a strong possibility that Bughead will get back together eventually but it’ll take a while to bring them close I think. Everything is way different now.,False,en,0,0,2021-02-26 22:40:31,1365431580714532866,"{'neg': 0.037, 'neu': 0.911, 'pos': 0.052, 'compound': 0.179}","['hmm', 'maybe', 'never', 'know', 'ras', 'completely', 'convinced', 'going', 'predictable', 'ending', 'strong', 'possibility', 'bughead', 'get', 'back', 'together', 'eventually', 'take', 'bring', 'close', 'think', 'everything', 'way', 'different']", hmm maybe! you never know with ras so i’m not completely convinced that it’s going to have the predictable ending. there’s a strong possibility that bughead will get back together eventually but it’ll take a while to bring them close i think. everything is way different now.,0.00,0.00,1.00
@reinhartbrina we must revive bughead,False,en,0,0,2021-02-26 22:40:03,1365431461390737408,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}","['must', 'revive', 'bughead']", we must revive bughead,0.00,0.00,1.00
@archietonis Chrissy is one of them. She's a huge Bughead. 😑,False,en,0,0,2021-02-26 22:38:01,1365430947798159362,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}","['chrissy', 'one', 'huge', 'bughead']", chrissy is one of them. she's a huge bughead. :expressionless face:,0.00,0.00,1.00
"@slowburnsftw Oh shit another 3 months of deranged kiddos saying “See it’s only a fling, Bughead exes to lovers confirmed”",False,en,1,0,2021-02-26 22:36:17,1365430514904137728,"{'neg': 0.157, 'neu': 0.696, 'pos': 0.148, 'compound': -0.0516}","['oh', 'shit', 'another', '3', 'months', 'deranged', 'kiddos', 'saying', 'see', 'fling', 'bughead', 'exes', 'lovers', 'confirmed']"," oh shit another 3 months of deranged kiddos saying “see it’s only a fling, bughead exes to lovers confirmed”",0.05,0.00,0.95
RT @LuceValentine1: @Aestheticlils @bugheadsanchor How are they on good terms!? They aren’t speaking for a reason! 😅 the only two on good t…,False,en,0,1,2021-02-26 22:35:10,1365430231541178369,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.7494}","['good', 'terms', 'speaking', 'reason', 'two', 'good']",rt :   how are they on good terms!? they aren’t speaking for a reason! :grinning face with sweat: the only two on good t…,0.10,0.00,0.90
@Bughead_Support Bughead bitches,False,en,1,0,2021-02-26 22:34:23,1365430034597617673,"{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.5994}","['bughead', 'bitches']", support bughead bitches,0.00,0.00,1.00
RT @sprcole: bughead when,False,en,0,3,2021-02-26 22:34:17,1365430009205317640,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'],rt : bughead when,0.00,0.00,1.00
"RT @deIenasx: 1/ ""During our chat, Chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the…",False,en,0,1,2021-02-26 22:33:44,1365429871871205377,"{'neg': 0.053, 'neu': 0.84, 'pos': 0.107, 'compound': 0.3435}","['1', 'chat', 'chrissy', 'could', 'neither', 'confirm', 'deny', 'bughead', 'varchie', 'reunion', 'share']","rt : 1/ ""during our chat, chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the…",0.00,0.00,1.00
"BUGHEAD!!

@cmaroon please give us a sneak peek of what you said 🙏🏼🥰 https://t.co/fSzujozqFb",False,en,146,15,2021-02-26 22:31:41,1365429356873404419,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.4374}","['bughead', 'please', 'give', 'us', 'sneak', 'peek', 'said']","bughead!!

 please give us a sneak peek of what you said :folded hands medium-light skin tone::smiling face with hearts: ",0.00,0.00,1.00
@Bughead_Support bughead💙💛,False,en,0,0,2021-02-26 22:30:38,1365429093391601671,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead:blue heart::yellow heart:,0.00,0.00,1.00
@MimiSayani @rhondasa10 Ras said also that bughead was a burden and kj said that this season the opinion of who is endgame will change so we will have to wait and see.,False,en,0,0,2021-02-26 22:29:04,1365428696513994765,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4404}","['ras', 'said', 'also', 'bughead', 'burden', 'kj', 'said', 'season', 'opinion', 'endgame', 'change', 'wait', 'see']",  ras said also that bughead was a burden and kj said that this season the opinion of who is endgame will change so we will have to wait and see.,0.03,0.00,0.97
"@Stephaniess8241 @RiverdaleBrasil @WarnerChannelBR Yeah sure, that’s why Barchie got 4 seasons of development. While Varchie and Bughead were destroyed by the cheating. Bye, enjoy Barchie endgame",False,en,0,0,2021-02-26 22:26:26,1365428035235831808,"{'neg': 0.197, 'neu': 0.58, 'pos': 0.223, 'compound': -0.0258}","['yeah', 'sure', 'barchie', 'got', '4', 'seasons', 'development', 'varchie', 'bughead', 'destroyed', 'cheating', 'bye', 'enjoy', 'barchie', 'endgame']","   yeah sure, that’s why barchie got 4 seasons of development. while varchie and bughead were destroyed by the cheating. bye, enjoy barchie endgame",0.04,0.00,0.96
"if there is a key party i’m calling it that bughead and varchie get paired up, idk what will happen after that but i feel like the writers will throw that in there",False,en,17,0,2021-02-26 22:24:36,1365427574600572930,"{'neg': 0.035, 'neu': 0.816, 'pos': 0.149, 'compound': 0.5994}","['key', 'party', 'calling', 'bughead', 'varchie', 'get', 'paired', 'idk', 'happen', 'feel', 'like', 'writers', 'throw']","if there is a key party i’m calling it that bughead and varchie get paired up, idk what will happen after that but i feel like the writers will throw that in there",0.03,0.00,0.97
I MISS BUGHEAD,False,en,2,0,2021-02-26 22:20:04,1365426433837977603,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.1531}","['miss', 'bughead']",i miss bughead,0.00,0.00,1.00
"1/ ""During our chat, Chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the characters are in their mid20s, the writers can play with the ""nothingness of relationships"". As Archie said ""he and Betty can just be friends-
#riverdale",False,en,8,1,2021-02-26 22:19:02,1365426172922896384,"{'neg': 0.025, 'neu': 0.79, 'pos': 0.185, 'compound': 0.8647}","['1', 'chat', 'chrissy', 'could', 'neither', 'confirm', 'deny', 'bughead', 'varchie', 'reunion', 'share', 'characters', 'mid20s', 'writers', 'play', 'nothingness', 'relationships', 'archie', 'said', 'betty', 'friends', 'riverdale']","1/ ""during our chat, chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the characters are in their mid20s, the writers can play with the ""nothingness of relationships"". as archie said ""he and betty can just be friends-
riverdale",0.00,0.00,1.00
@Stephaniess8241 @RiverdaleBrasil @WarnerChannelBR Confirmed by who hahaha? Stop lying. Nobody has ever said Bughead is endgame or that Barchie will break up,False,en,0,0,2021-02-26 22:17:15,1365425723838783494,"{'neg': 0.199, 'neu': 0.674, 'pos': 0.128, 'compound': -0.25}","['confirmed', 'hahaha', 'stop', 'lying', 'nobody', 'ever', 'said', 'bughead', 'endgame', 'barchie', 'break']",   confirmed by who hahaha? stop lying. nobody has ever said bughead is endgame or that barchie will break up,0.05,0.00,0.95
@Deckerstar_6666 @Barchiedaily ITS ok barchie nation if we lose look how much we have grown bughead use to win by a lot cuz barchie wasn't being explored now its super close BARCHIEENDGAME ALWAYS https://t.co/OV6YqdjtzY,False,en,1,0,2021-02-26 22:16:35,1365425554296434689,"{'neg': 0.065, 'neu': 0.697, 'pos': 0.238, 'compound': 0.802}","['ok', 'barchie', 'nation', 'lose', 'look', 'much', 'grown', 'bughead', 'use', 'win', 'lot', 'cuz', 'barchie', 'explored', 'super', 'close', 'barchieendgame', 'always']", 6666  its ok barchie nation if we lose look how much we have grown bughead use to win by a lot cuz barchie wasn't being explored now its super close barchieendgame always ,0.03,0.00,0.97
@Bughead_Support @BugheadUpdates bughead &lt;33 never changing my mind,False,en,2,0,2021-02-26 22:16:05,1365425430082301954,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'lt', '33', 'never', 'changing', 'mind']", support  bughead &lt;33 never changing my mind,0.00,0.00,1.00
@tolovethis @Deckerstar_6666 @Bughead_Support ur stupid no they aint,False,en,0,0,2021-02-26 22:13:27,1365424766685904896,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.6808}","['ur', 'stupid', 'aint']",  6666  support ur stupid no they aint,0.00,0.00,1.00
@Deckerstar_6666 @tolovethis @Bughead_Support Dude they are just guessing lol,False,en,1,0,2021-02-26 22:13:16,1365424719311241216,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}","['dude', 'guessing', 'lol']", 6666   support dude they are just guessing lol,0.00,0.00,1.00
@mayariddlex the only reason i still watch is because bughead are my emotional support relationship,False,en,0,0,2021-02-26 22:10:51,1365424110873042945,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5106}","['reason', 'still', 'watch', 'bughead', 'emotional', 'support', 'relationship']", the only reason i still watch is because bughead are my emotional support relationship,0.00,0.00,1.00
@bettyjones__ @Deckerstar_6666 @Bughead_Support How are they endgame Betty cheated on his ass I dont think u would like it if someone cheated on u several times just like Betty did so BARCHIE ENDGAME,False,en,0,0,2021-02-26 22:10:30,1365424026634518531,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.9234}","['endgame', 'betty', 'cheated', 'ass', 'dont', 'think', 'u', 'would', 'like', 'someone', 'cheated', 'u', 'several', 'times', 'like', 'betty', 'barchie', 'endgame']",    6666  support how are they endgame betty cheated on his ass i dont think u would like it if someone cheated on u several times just like betty did so barchie endgame,0.12,0.00,0.88
"RT @MidwestRambling: As a person who does in fact ship Bughead, I must admit these Barchie scenes are hotter than the OG couples... and tha…",False,en,0,13,2021-02-26 22:09:55,1365423876948295692,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.2023}","['person', 'fact', 'ship', 'bughead', 'must', 'admit', 'barchie', 'scenes', 'hotter', 'og', 'couples', 'tha']","rt : as a person who does in fact ship bughead, i must admit these barchie scenes are hotter than the og couples... and tha…",0.11,0.11,0.79
@Lauraisback25 @Bughead_Support writer,False,en,1,0,2021-02-26 22:05:08,1365422673350840321,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['writer'],  support writer,0.00,0.00,1.00
@glittereinhart @Bughead_Support Who is Chrissy?,False,en,0,0,2021-02-26 22:05:00,1365422639838351370,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['chrissy'],  support who is chrissy?,0.00,0.00,1.00
@3amcoles even though someone saw this right now and just hope for Bughead back before this interval,False,en,0,0,2021-02-26 22:02:10,1365421929079988225,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}","['even', 'though', 'someone', 'saw', 'right', 'hope', 'bughead', 'back', 'interval']", even though someone saw this right now and just hope for bughead back before this interval,0.00,0.00,1.00
"@Bughead_Support Bughead, no doubts ✨",False,en,0,0,2021-02-26 21:59:00,1365421128928305152,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.5267}","['bughead', 'doubts']"," support bughead, no doubts :sparkles:",0.00,0.00,1.00
They pretty much just called Barchie meaningless. Bughead fandom truly won,False,en,7,0,2021-02-26 21:55:00,1365420124417654786,"{'neg': 0.147, 'neu': 0.355, 'pos': 0.497, 'compound': 0.7845}","['pretty', 'much', 'called', 'barchie', 'meaningless', 'bughead', 'fandom', 'truly']",they pretty much just called barchie meaningless. bughead fandom truly won,0.00,0.00,1.00
"Ok.. 
i like both Barchie and Bughead🙈
#Riverdale",False,en,1,0,2021-02-26 21:48:43,1365418540791042048,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}","['ok', 'like', 'barchie', 'bughead', 'riverdale']","ok.. 
i like both barchie and bughead:see-no-evil monkey:
riverdale",0.14,0.00,0.86
@Bughead_Support Bughead Endgame❤,False,en,1,0,2021-02-26 21:47:45,1365418299085979651,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'endgame']", support bughead endgame:red heart:,0.00,0.00,1.00
@Bughead_Support Bughead❤️,False,en,0,0,2021-02-26 21:43:40,1365417272605630467,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead:red heart:,0.00,0.00,1.00
@Bughead_Support Bughead 💙💛,False,en,1,0,2021-02-26 21:39:24,1365416197555060737,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead :blue heart::yellow heart:,0.00,0.00,1.00
"A commission of “The Hunger” #bughead I got a while back for alpcacalypseart! I had wanted to post it round halloween but that was also when my computer decided to die on and off for 2 months and then I forgot. 8′)

Well I’m posting it now! 

#JugheadTheHunger https://t.co/TqxQfNQbjT",False,en,64,18,2021-02-26 21:37:07,1365415624113942529,"{'neg': 0.12, 'neu': 0.827, 'pos': 0.053, 'compound': -0.6467}","['commission', 'hunger', 'bughead', 'got', 'back', 'alpcacalypseart', 'wanted', 'post', 'round', 'halloween', 'also', 'computer', 'decided', 'die', '2', 'months', 'forgot', '8', 'well', 'posting', 'jugheadthehunger']","a commission of “the hunger” bughead i got a while back for alpcacalypseart! i had wanted to post it round halloween but that was also when my computer decided to die on and off for 2 months and then i forgot. 8′)

well i’m posting it now! 

jugheadthehunger ",0.00,0.00,1.00
@Bughead_Support bughead https://t.co/zUoUwbz1T7,False,en,0,0,2021-02-26 21:36:46,1365415537124253700,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead ,0.00,0.00,1.00
@azalben Alex yu down bad 🤣🤦🏾‍♀️. we need bughead back after hiatus . https://t.co/4r2Q3uKPik,False,en,0,0,2021-02-26 21:34:56,1365415075524272131,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5423}","['alex', 'yu', 'bad', 'need', 'bughead', 'back', 'hiatus']", alex yu down bad :rolling on the floor laughing::woman facepalming medium-dark skin tone:. we need bughead back after hiatus . ,0.00,0.06,0.94
@Bughead_Support Bughead😌,False,en,0,0,2021-02-26 21:34:02,1365414846804725760,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead:relieved face:,0.00,0.00,1.00
"@Bughead_Support Bughead
https://t.co/zzs2RlPW9j",False,en,1,0,2021-02-26 21:33:58,1365414832074338305,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead']," support bughead
",0.00,0.00,1.00
@CW_Riverdale nah bughead endgame. they look so disconnected,False,en,6,0,2021-02-26 21:32:34,1365414479572463627,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}","['nah', 'bughead', 'endgame', 'look', 'disconnected']", riverdale nah bughead endgame. they look so disconnected,0.12,0.00,0.88
@Bughead_Support bughead 😼,False,en,0,0,2021-02-26 21:31:06,1365414107562844162,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead :cat with wry smile:,0.00,0.00,1.00
@Bughead_Support Bughead love them https://t.co/n51uJGe2Xa,False,en,3,0,2021-02-26 21:20:47,1365411514618888202,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}","['bughead', 'love']", support bughead love them ,0.25,0.00,0.75
@lovexvision @lilireinhart i said bughead true love and barchie just backup,False,en,0,0,2021-02-26 21:18:57,1365411050666012675,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.7906}","['said', 'bughead', 'true', 'love', 'barchie', 'backup']",  i said bughead true love and barchie just backup,0.11,0.00,0.89
@Bughead_Support @_cristimtz04 Bughead,False,en,1,0,2021-02-26 21:17:16,1365410627607433216,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['cristimtz04', 'bughead']", support  bughead,0.00,0.00,1.00
I feel like Bughead will find Polly!! https://t.co/2qXEZ8fWqo https://t.co/Bux1kjHHdk,True,en,1,0,2021-02-26 21:15:49,1365410264514895872,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.4738}","['feel', 'like', 'bughead', 'find', 'polly']",i feel like bughead will find polly!!  ,0.14,0.00,0.86
@Bughead_Support Bughead Endgame 🥰🥰🥰,False,en,3,0,2021-02-26 21:15:32,1365410193203470340,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'endgame']", support bughead endgame :smiling face with hearts::smiling face with hearts::smiling face with hearts:,0.11,0.00,0.89
@Bughead_Support Always a bugheader... @bughead_support,False,en,0,0,2021-02-26 21:15:07,1365410087737597953,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['always', 'bugheader']", support always a bugheader...  support,0.00,0.20,0.80
@CW_Riverdale bughead could find her,False,en,0,0,2021-02-26 21:14:47,1365410001934819328,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'could', 'find']", riverdale bughead could find her,0.00,0.00,1.00
"1 hour and 44 minutes left....
#TeamBughead #Bughead https://t.co/tTxVmgpPkX",True,en,1,0,2021-02-26 21:12:51,1365409516007915520,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['1', 'hour', '44', 'minutes', 'left', 'teambughead', 'bughead']","1 hour and 44 minutes left....
teambughead bughead ",0.00,0.12,0.88
@10000sexarses a very violent thought crept into my mind when I saw this. Bughead.,False,en,1,0,2021-02-26 21:09:13,1365408603033772032,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.6361}","['violent', 'thought', 'crept', 'mind', 'saw', 'bughead']", a very violent thought crept into my mind when i saw this. bughead.,0.00,0.00,1.00
@CW_Riverdale bughead will find her https://t.co/7ZybF8LWf5,False,en,38,1,2021-02-26 21:07:18,1365408120512593920,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'find']", riverdale bughead will find her ,0.00,0.00,1.00
RT @mariareinhaart: where is bughead?devolvedme a bughead,True,en,0,1,2021-02-26 21:06:40,1365407962571763712,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'devolvedme', 'bughead']",rt : where is bughead?devolvedme a bughead,0.00,0.00,1.00
@Bughead_Support Bughead ✨,False,en,0,0,2021-02-26 21:06:09,1365407829209870338,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead :sparkles:,0.00,0.00,1.00
@chintandesaiii @classyreinhart Just Wait and watch bugHead and Varchie is end game here,False,en,3,1,2021-02-26 21:05:33,1365407679640834049,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['wait', 'watch', 'bughead', 'varchie', 'end', 'game']",  just wait and watch bughead and varchie is end game here,0.00,0.00,1.00
@Bughead_Support Bughead :),False,en,0,0,2021-02-26 21:05:20,1365407625001783300,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",['bughead'], support bughead :),0.00,0.00,1.00
"134) i’m pregnant - 50shades-of-bughead (betty cooper + jughead jones)🤰🏼

one-shot // sem contagem (drabble tumblr)",False,en,0,0,2021-02-26 21:03:41,1365407208859697154,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['134', 'pregnant', '50shades', 'bughead', 'betty', 'cooper', 'jughead', 'jones', 'one', 'shot', 'sem', 'contagem', 'drabble', 'tumblr']","134) i’m pregnant - 50shades-of-bughead (betty cooper + jughead jones):pregnant woman medium-light skin tone:

one-shot // sem contagem (drabble tumblr)",0.06,0.00,0.94
where is bughead?devolvedme a bughead https://t.co/TqFsN3j2eg,True,en,2,1,2021-02-26 21:02:42,1365406962419200008,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'devolvedme', 'bughead']",where is bughead?devolvedme a bughead ,0.00,0.00,1.00
@CW_Riverdale Idk maybe jughead can help bughead exes to lovers https://t.co/UQdaHcv9XZ,False,en,27,3,2021-02-26 21:02:06,1365406810316759045,"{'neg': 0.09, 'neu': 0.516, 'pos': 0.394, 'compound': 0.6908}","['idk', 'maybe', 'jughead', 'help', 'bughead', 'exes', 'lovers']", riverdale idk maybe jughead can help bughead exes to lovers ,0.10,0.00,0.90
@CW_Riverdale i have a better question. where is bughead? https://t.co/3BtFgcqXdQ,False,en,79,14,2021-02-26 21:01:34,1365406678364135428,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}","['better', 'question', 'bughead']", riverdale i have a better question. where is bughead? ,0.00,0.00,1.00
@Bughead_Support Bughead!,False,en,0,0,2021-02-26 21:01:16,1365406602401054720,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead!,0.00,0.00,1.00
@classyreinhart @Bughead_Support gonna rewatch season 1 for these scenes and these scenes only,False,en,3,0,2021-02-26 21:00:42,1365406459387912194,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['gonna', 'rewatch', 'season', '1', 'scenes', 'scenes']",  support gonna rewatch season 1 for these scenes and these scenes only,0.00,0.00,1.00
@classyreinhart @Bughead_Support i miss them solving mysteries and kissing and cuddling 😒,False,en,2,0,2021-02-26 20:59:25,1365406135029743616,"{'neg': 0.109, 'neu': 0.476, 'pos': 0.415, 'compound': 0.6705}","['miss', 'solving', 'mysteries', 'kissing', 'cuddling']",  support i miss them solving mysteries and kissing and cuddling :unamused face:,0.00,0.00,1.00
@Bughead_Support @BugheadUpdates bughead,False,en,1,0,2021-02-26 20:58:42,1365405955475841024,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support  bughead,0.00,0.00,1.00
@classyreinhart @Bughead_Support For sure can't wait 😍,False,en,1,0,2021-02-26 20:54:52,1365404990802698243,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}","['sure', 'wait']",  support for sure can't wait :smiling face with heart-eyes:,0.00,0.00,1.00
Bughead or barchie  ¯\_(ツ)_/¯,False,en,0,0,2021-02-26 20:54:08,1365404806962159619,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'barchie']",bughead or barchie  ¯\ (ツ) /¯,0.00,0.00,1.00
@Bughead_Support Bughead 4 life,False,en,3,0,2021-02-26 20:53:36,1365404672056516608,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', '4', 'life']", support bughead 4 life,0.00,0.00,1.00
RT @rhondasa10: #barchie cannot be endgame nd d reason is not #varchie its #bughead...its just the superior ship...archie will always b a p…,False,en,0,1,2021-02-26 20:53:29,1365404642515947520,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5423}","['barchie', 'cannot', 'endgame', 'nd', 'reason', 'varchie', 'bughead', 'superior', 'ship', 'archie', 'always', 'b', 'p']",rt : barchie cannot be endgame nd d reason is not varchie its bughead...its just the superior ship...archie will always b a p…,0.11,0.21,0.68
@Bughead_Support bughead endgame,False,en,2,0,2021-02-26 20:52:01,1365404274403012617,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'endgame']", support bughead endgame,0.33,0.00,0.67
@Bughead_Support Bughead ❤🐍❤,False,en,2,0,2021-02-26 20:50:09,1365403805345579008,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'], support bughead :red heart::snake::red heart:,0.00,0.00,1.00
